index,title,certificate,genre,runtime,rating
431,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
432,Run,16,"Mystery, Thriller",90 min,6.7
433,The Way Back,R,"Drama, Sport",108 min,6.7
434,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
435,Nomadland,UA,Drama,107 min,7.3
436,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
437,Unhinged,A,"Action, Thriller",90 min,6
438,Becky,R,"Action, Crime, Drama",93 min,5.9
439,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
440,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
441,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
442,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
443,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
444,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
445,Greenland,UA,"Action, Thriller",119 min,6.4
446,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
447,Kol,16,"Crime, Horror, Mystery",112 min,7.1
448,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
449,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
450,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
451,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
452,365 dni,A,"Drama, Romance",114 min,3.3
453,The Father,UA,"Drama, Mystery",97 min,8.2
454,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
455,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
456,Hamilton,12+,"Biography, Drama, History",160 min,8.3
457,After We Collided,18,"Drama, Romance",105 min,5
458,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
459,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
460,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
461,Extraction,18,"Action, Thriller",116 min,6.7
462,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
463,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
464,Druk,16,"Comedy, Drama",117 min,7.7
465,The Old Guard,18,"Action, Thriller",125 min,6.6
466,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
467,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
468,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
469,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
470,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
471,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
472,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
473,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
474,De slag om de Schelde,18,"Drama, War",124 min,7.1
475,Soul,U,"Animation, Adventure, Comedy",100 min,8
476,Greyhound,A,"Action, Drama, History",91 min,7
477,Minari,UA,Drama,115 min,7.4
478,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
479,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
480,Pieces of a Woman,18,Drama,126 min,7
481,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
482,Run,16,"Mystery, Thriller",90 min,6.7
483,The Way Back,R,"Drama, Sport",108 min,6.7
484,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
485,Nomadland,UA,Drama,107 min,7.3
486,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
487,Unhinged,A,"Action, Thriller",90 min,6
488,Becky,R,"Action, Crime, Drama",93 min,5.9
489,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
490,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
491,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
492,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
493,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
494,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
495,Greenland,UA,"Action, Thriller",119 min,6.4
496,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
497,Kol,16,"Crime, Horror, Mystery",112 min,7.1
498,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
499,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
500,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
501,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
502,365 dni,A,"Drama, Romance",114 min,3.3
503,The Father,UA,"Drama, Mystery",97 min,8.2
504,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
505,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
506,Hamilton,12+,"Biography, Drama, History",160 min,8.3
507,After We Collided,18,"Drama, Romance",105 min,5
508,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
509,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
510,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
511,Extraction,18,"Action, Thriller",116 min,6.7
512,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
513,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
514,Druk,16,"Comedy, Drama",117 min,7.7
515,The Old Guard,18,"Action, Thriller",125 min,6.6
516,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
517,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
518,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
519,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
520,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
521,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
522,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
523,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
524,De slag om de Schelde,18,"Drama, War",124 min,7.1
525,Soul,U,"Animation, Adventure, Comedy",100 min,8
526,Greyhound,A,"Action, Drama, History",91 min,7
527,Minari,UA,Drama,115 min,7.4
528,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
529,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
530,Pieces of a Woman,18,Drama,126 min,7
531,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
532,Run,16,"Mystery, Thriller",90 min,6.7
533,The Way Back,R,"Drama, Sport",108 min,6.7
534,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
535,Nomadland,UA,Drama,107 min,7.3
536,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
537,Unhinged,A,"Action, Thriller",90 min,6
538,Becky,R,"Action, Crime, Drama",93 min,5.9
539,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
540,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
541,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
542,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
543,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
544,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
545,Greenland,UA,"Action, Thriller",119 min,6.4
546,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
547,Kol,16,"Crime, Horror, Mystery",112 min,7.1
548,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
549,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
550,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
551,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
552,365 dni,A,"Drama, Romance",114 min,3.3
553,The Father,UA,"Drama, Mystery",97 min,8.2
554,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
555,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
556,Hamilton,12+,"Biography, Drama, History",160 min,8.3
557,After We Collided,18,"Drama, Romance",105 min,5
558,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
559,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
560,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
561,Extraction,18,"Action, Thriller",116 min,6.7
562,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
563,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
564,Druk,16,"Comedy, Drama",117 min,7.7
565,The Old Guard,18,"Action, Thriller",125 min,6.6
566,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
567,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
568,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
569,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
570,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
571,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
572,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
573,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
574,De slag om de Schelde,18,"Drama, War",124 min,7.1
575,Soul,U,"Animation, Adventure, Comedy",100 min,8
576,Greyhound,A,"Action, Drama, History",91 min,7
577,Minari,UA,Drama,115 min,7.4
578,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
579,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
580,Pieces of a Woman,18,Drama,126 min,7
581,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
582,Run,16,"Mystery, Thriller",90 min,6.7
583,The Way Back,R,"Drama, Sport",108 min,6.7
584,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
585,Nomadland,UA,Drama,107 min,7.3
586,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
587,Unhinged,A,"Action, Thriller",90 min,6
588,Becky,R,"Action, Crime, Drama",93 min,5.9
589,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
590,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
591,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
592,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
593,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
594,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
595,Greenland,UA,"Action, Thriller",119 min,6.4
596,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
597,Kol,16,"Crime, Horror, Mystery",112 min,7.1
598,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
599,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
600,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
601,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
602,365 dni,A,"Drama, Romance",114 min,3.3
603,The Father,UA,"Drama, Mystery",97 min,8.2
604,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
605,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
606,Hamilton,12+,"Biography, Drama, History",160 min,8.3
607,After We Collided,18,"Drama, Romance",105 min,5
608,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
609,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
610,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
611,Extraction,18,"Action, Thriller",116 min,6.7
612,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
613,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
614,Druk,16,"Comedy, Drama",117 min,7.7
615,The Old Guard,18,"Action, Thriller",125 min,6.6
616,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
617,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
618,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
619,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
620,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
621,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
622,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
623,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
624,De slag om de Schelde,18,"Drama, War",124 min,7.1
625,Soul,U,"Animation, Adventure, Comedy",100 min,8
626,Greyhound,A,"Action, Drama, History",91 min,7
627,Minari,UA,Drama,115 min,7.4
628,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
629,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
630,Pieces of a Woman,18,Drama,126 min,7
631,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
632,Run,16,"Mystery, Thriller",90 min,6.7
633,The Way Back,R,"Drama, Sport",108 min,6.7
634,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
635,Nomadland,UA,Drama,107 min,7.3
636,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
637,Unhinged,A,"Action, Thriller",90 min,6
638,Becky,R,"Action, Crime, Drama",93 min,5.9
639,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
640,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
641,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
642,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
643,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
644,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
645,Greenland,UA,"Action, Thriller",119 min,6.4
646,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
647,Kol,16,"Crime, Horror, Mystery",112 min,7.1
648,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
649,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
650,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
651,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
652,365 dni,A,"Drama, Romance",114 min,3.3
653,The Father,UA,"Drama, Mystery",97 min,8.2
654,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
655,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
656,Hamilton,12+,"Biography, Drama, History",160 min,8.3
657,After We Collided,18,"Drama, Romance",105 min,5
658,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
659,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
660,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
661,Extraction,18,"Action, Thriller",116 min,6.7
662,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
663,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
664,Druk,16,"Comedy, Drama",117 min,7.7
665,The Old Guard,18,"Action, Thriller",125 min,6.6
666,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
667,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
668,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
669,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
670,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
671,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
672,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
673,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
674,De slag om de Schelde,18,"Drama, War",124 min,7.1
675,Soul,U,"Animation, Adventure, Comedy",100 min,8
676,Greyhound,A,"Action, Drama, History",91 min,7
677,Minari,UA,Drama,115 min,7.4
678,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
679,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
680,Pieces of a Woman,18,Drama,126 min,7
681,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
682,Run,16,"Mystery, Thriller",90 min,6.7
683,The Way Back,R,"Drama, Sport",108 min,6.7
684,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
685,Nomadland,UA,Drama,107 min,7.3
686,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
687,Unhinged,A,"Action, Thriller",90 min,6
688,Becky,R,"Action, Crime, Drama",93 min,5.9
689,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
690,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
691,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
692,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
693,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
694,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
695,Greenland,UA,"Action, Thriller",119 min,6.4
696,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
697,Kol,16,"Crime, Horror, Mystery",112 min,7.1
698,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
699,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
700,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
701,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
702,365 dni,A,"Drama, Romance",114 min,3.3
703,The Father,UA,"Drama, Mystery",97 min,8.2
704,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
705,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
706,Hamilton,12+,"Biography, Drama, History",160 min,8.3
707,After We Collided,18,"Drama, Romance",105 min,5
708,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
709,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
710,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
711,Extraction,18,"Action, Thriller",116 min,6.7
712,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
713,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
714,Druk,16,"Comedy, Drama",117 min,7.7
715,The Old Guard,18,"Action, Thriller",125 min,6.6
716,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
717,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
718,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
719,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
720,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
721,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
722,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
723,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
724,De slag om de Schelde,18,"Drama, War",124 min,7.1
725,Soul,U,"Animation, Adventure, Comedy",100 min,8
726,Greyhound,A,"Action, Drama, History",91 min,7
727,Minari,UA,Drama,115 min,7.4
728,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
729,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
730,Pieces of a Woman,18,Drama,126 min,7
731,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
732,Run,16,"Mystery, Thriller",90 min,6.7
733,The Way Back,R,"Drama, Sport",108 min,6.7
734,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
735,Nomadland,UA,Drama,107 min,7.3
736,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
737,Unhinged,A,"Action, Thriller",90 min,6
738,Becky,R,"Action, Crime, Drama",93 min,5.9
739,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
740,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
741,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
742,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
743,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
744,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
745,Greenland,UA,"Action, Thriller",119 min,6.4
746,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
747,Kol,16,"Crime, Horror, Mystery",112 min,7.1
748,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
749,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
750,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
751,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
752,365 dni,A,"Drama, Romance",114 min,3.3
753,The Father,UA,"Drama, Mystery",97 min,8.2
754,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
755,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
756,Hamilton,12+,"Biography, Drama, History",160 min,8.3
757,After We Collided,18,"Drama, Romance",105 min,5
758,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
759,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
760,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
761,Extraction,18,"Action, Thriller",116 min,6.7
762,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
763,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
764,Druk,16,"Comedy, Drama",117 min,7.7
765,The Old Guard,18,"Action, Thriller",125 min,6.6
766,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
767,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
768,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
769,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
770,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
771,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
772,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
773,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
774,De slag om de Schelde,18,"Drama, War",124 min,7.1
775,Soul,U,"Animation, Adventure, Comedy",100 min,8
776,Greyhound,A,"Action, Drama, History",91 min,7
777,Minari,UA,Drama,115 min,7.4
778,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
779,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
780,Pieces of a Woman,18,Drama,126 min,7
781,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
782,Run,16,"Mystery, Thriller",90 min,6.7
783,The Way Back,R,"Drama, Sport",108 min,6.7
784,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
785,Nomadland,UA,Drama,107 min,7.3
786,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
787,Unhinged,A,"Action, Thriller",90 min,6
788,Becky,R,"Action, Crime, Drama",93 min,5.9
789,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
790,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
791,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
792,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
793,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
794,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
795,Greenland,UA,"Action, Thriller",119 min,6.4
796,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
