index,title,certificate,genre,runtime,rating
11527,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
11528,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
11529,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
11530,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
11531,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
11532,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
11533,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
11534,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
11535,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
11536,Pleasure,R,Drama,109 min,6.4
11537,The Last Duel,A,"Action, Drama, History",152 min,7.4
11538,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
11539,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
11540,The Power of the Dog,16,"Drama, Western",126 min,6.8
11541,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
11542,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
11543,Pig,R,"Drama, Mystery",92 min,6.9
11544,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
11545,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
11546,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
11547,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
11548,Silent Hours,None,"Crime, Thriller",156 min,5.2
11549,Boiling Point,R,"Drama, Thriller",92 min,7.5
11550,The Road Dance,None,Drama,116 min,7
11551,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
11552,Nobody,A,"Action, Crime, Drama",92 min,7.4
11553,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
11554,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
11555,CODA,A,"Comedy, Drama, Music",111 min,8
11556,F9,UA,"Action, Crime, Thriller",143 min,5.2
11557,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
11558,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
11559,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
11560,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
11561,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
11562,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
11563,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
11564,The Fallout,A,Drama,96 min,7
11565,The Black Phone,A,"Horror, Thriller",103 min,6.9
11566,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
11567,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
11568,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
11569,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
11570,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
11571,Encanto,U,"Animation, Comedy, Family",102 min,7.2
11572,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
11573,Old,UA,"Drama, Horror, Mystery",108 min,5.8
11574,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
11575,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
11576,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
11577,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
11578,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
11579,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
11580,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
11581,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
11582,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
11583,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
11584,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
11585,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
11586,Pleasure,R,Drama,109 min,6.4
11587,The Last Duel,A,"Action, Drama, History",152 min,7.4
11588,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
11589,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
11590,The Power of the Dog,16,"Drama, Western",126 min,6.8
11591,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
11592,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
11593,Pig,R,"Drama, Mystery",92 min,6.9
11594,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
11595,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
11596,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
11597,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
11598,Silent Hours,None,"Crime, Thriller",156 min,5.2
11599,Boiling Point,R,"Drama, Thriller",92 min,7.5
11600,The Road Dance,None,Drama,116 min,7
11601,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
11602,Nobody,A,"Action, Crime, Drama",92 min,7.4
11603,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
11604,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
11605,CODA,A,"Comedy, Drama, Music",111 min,8
11606,F9,UA,"Action, Crime, Thriller",143 min,5.2
11607,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
11608,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
11609,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
11610,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
11611,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
11612,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
11613,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
11614,The Fallout,A,Drama,96 min,7
11615,The Black Phone,A,"Horror, Thriller",103 min,6.9
11616,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
11617,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
11618,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
11619,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
11620,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
11621,Encanto,U,"Animation, Comedy, Family",102 min,7.2
11622,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
11623,Old,UA,"Drama, Horror, Mystery",108 min,5.8
11624,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
11625,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
11626,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
11627,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
11628,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
11629,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
11630,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
11631,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
11632,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
11633,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
11634,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
11635,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
11636,Pleasure,R,Drama,109 min,6.4
11637,The Last Duel,A,"Action, Drama, History",152 min,7.4
11638,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
11639,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
11640,The Power of the Dog,16,"Drama, Western",126 min,6.8
11641,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
11642,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
11643,Pig,R,"Drama, Mystery",92 min,6.9
11644,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
11645,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
11646,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
11647,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
11648,Silent Hours,None,"Crime, Thriller",156 min,5.2
11649,Boiling Point,R,"Drama, Thriller",92 min,7.5
11650,The Road Dance,None,Drama,116 min,7
11651,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
11652,Nobody,A,"Action, Crime, Drama",92 min,7.4
11653,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
11654,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
11655,CODA,A,"Comedy, Drama, Music",111 min,8
11656,F9,UA,"Action, Crime, Thriller",143 min,5.2
11657,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
11658,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
11659,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
11660,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
11661,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
11662,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
11663,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
11664,The Fallout,A,Drama,96 min,7
11665,The Black Phone,A,"Horror, Thriller",103 min,6.9
11666,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
11667,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
11668,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
11669,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
11670,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
11671,Encanto,U,"Animation, Comedy, Family",102 min,7.2
11672,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
11673,Old,UA,"Drama, Horror, Mystery",108 min,5.8
11674,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
11675,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
11676,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
11677,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
11678,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
11679,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
11680,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
11681,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
11682,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
11683,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
11684,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
11685,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
11686,Pleasure,R,Drama,109 min,6.4
11687,The Last Duel,A,"Action, Drama, History",152 min,7.4
11688,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
11689,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
11690,The Power of the Dog,16,"Drama, Western",126 min,6.8
11691,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
11692,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
11693,Pig,R,"Drama, Mystery",92 min,6.9
11694,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
11695,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
11696,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
11697,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
11698,Silent Hours,None,"Crime, Thriller",156 min,5.2
11699,Boiling Point,R,"Drama, Thriller",92 min,7.5
11700,The Road Dance,None,Drama,116 min,7
11701,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
11702,Nobody,A,"Action, Crime, Drama",92 min,7.4
11703,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
11704,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
11705,CODA,A,"Comedy, Drama, Music",111 min,8
11706,F9,UA,"Action, Crime, Thriller",143 min,5.2
11707,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
11708,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
11709,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
11710,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
11711,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
11712,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
11713,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
11714,The Fallout,A,Drama,96 min,7
11715,The Black Phone,A,"Horror, Thriller",103 min,6.9
11716,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
11717,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
11718,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
11719,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
11720,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
11721,Encanto,U,"Animation, Comedy, Family",102 min,7.2
11722,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
11723,Old,UA,"Drama, Horror, Mystery",108 min,5.8
11724,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
11725,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
11726,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
11727,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
11728,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
11729,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
11730,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
11731,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
11732,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
11733,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
11734,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
11735,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
11736,Pleasure,R,Drama,109 min,6.4
11737,The Last Duel,A,"Action, Drama, History",152 min,7.4
11738,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
11739,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
11740,The Power of the Dog,16,"Drama, Western",126 min,6.8
11741,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
11742,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
11743,Pig,R,"Drama, Mystery",92 min,6.9
11744,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
11745,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
11746,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
11747,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
11748,Silent Hours,None,"Crime, Thriller",156 min,5.2
11749,Boiling Point,R,"Drama, Thriller",92 min,7.5
11750,The Road Dance,None,Drama,116 min,7
11751,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
11752,Nobody,A,"Action, Crime, Drama",92 min,7.4
11753,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
11754,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
11755,CODA,A,"Comedy, Drama, Music",111 min,8
11756,F9,UA,"Action, Crime, Thriller",143 min,5.2
11757,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
11758,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
11759,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
11760,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
11761,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
11762,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
11763,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
11764,The Fallout,A,Drama,96 min,7
11765,The Black Phone,A,"Horror, Thriller",103 min,6.9
11766,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
11767,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
11768,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
11769,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
11770,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
11771,Encanto,U,"Animation, Comedy, Family",102 min,7.2
11772,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
11773,Old,UA,"Drama, Horror, Mystery",108 min,5.8
11774,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
11775,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
11776,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
11777,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
11778,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
11779,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
11780,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
11781,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
11782,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
11783,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
11784,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
11785,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
11786,Pleasure,R,Drama,109 min,6.4
11787,The Last Duel,A,"Action, Drama, History",152 min,7.4
11788,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
11789,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
11790,The Power of the Dog,16,"Drama, Western",126 min,6.8
11791,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
11792,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
11793,Pig,R,"Drama, Mystery",92 min,6.9
11794,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
11795,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
11796,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
11797,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
11798,Silent Hours,None,"Crime, Thriller",156 min,5.2
11799,Boiling Point,R,"Drama, Thriller",92 min,7.5
11800,The Road Dance,None,Drama,116 min,7
11801,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
11802,Nobody,A,"Action, Crime, Drama",92 min,7.4
11803,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
11804,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
11805,CODA,A,"Comedy, Drama, Music",111 min,8
11806,F9,UA,"Action, Crime, Thriller",143 min,5.2
11807,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
11808,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
11809,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
11810,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
11811,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
11812,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
11813,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
11814,The Fallout,A,Drama,96 min,7
11815,The Black Phone,A,"Horror, Thriller",103 min,6.9
11816,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
11817,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
11818,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
11819,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
11820,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
11821,Encanto,U,"Animation, Comedy, Family",102 min,7.2
11822,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
11823,Old,UA,"Drama, Horror, Mystery",108 min,5.8
11824,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
11825,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
11826,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
11827,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
11828,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
11829,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
11830,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
11831,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
11832,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
11833,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
11834,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
11835,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
11836,Pleasure,R,Drama,109 min,6.4
11837,The Last Duel,A,"Action, Drama, History",152 min,7.4
11838,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
11839,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
11840,The Power of the Dog,16,"Drama, Western",126 min,6.8
11841,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
11842,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
11843,Pig,R,"Drama, Mystery",92 min,6.9
11844,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
11845,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
11846,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
11847,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
11848,Silent Hours,None,"Crime, Thriller",156 min,5.2
11849,Boiling Point,R,"Drama, Thriller",92 min,7.5
11850,The Road Dance,None,Drama,116 min,7
11851,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
11852,Nobody,A,"Action, Crime, Drama",92 min,7.4
11853,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
11854,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
11855,CODA,A,"Comedy, Drama, Music",111 min,8
11856,F9,UA,"Action, Crime, Thriller",143 min,5.2
11857,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
11858,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
11859,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
11860,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
11861,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
11862,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
11863,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
11864,The Fallout,A,Drama,96 min,7
11865,The Black Phone,A,"Horror, Thriller",103 min,6.9
11866,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
11867,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
11868,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
11869,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
11870,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
11871,Encanto,U,"Animation, Comedy, Family",102 min,7.2
11872,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
11873,Old,UA,"Drama, Horror, Mystery",108 min,5.8
11874,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
11875,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
11876,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
11877,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
11878,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
11879,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
11880,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
11881,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
11882,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
11883,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
11884,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
11885,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
11886,Pleasure,R,Drama,109 min,6.4
11887,The Last Duel,A,"Action, Drama, History",152 min,7.4
11888,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
11889,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
11890,The Power of the Dog,16,"Drama, Western",126 min,6.8
11891,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
11892,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
11893,Pig,R,"Drama, Mystery",92 min,6.9
11894,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
11895,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
11896,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
11897,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
11898,Silent Hours,None,"Crime, Thriller",156 min,5.2
11899,Boiling Point,R,"Drama, Thriller",92 min,7.5
11900,The Road Dance,None,Drama,116 min,7
11901,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
11902,Nobody,A,"Action, Crime, Drama",92 min,7.4
11903,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
11904,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
11905,CODA,A,"Comedy, Drama, Music",111 min,8
11906,F9,UA,"Action, Crime, Thriller",143 min,5.2
11907,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
11908,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
11909,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
11910,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
11911,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
11912,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
11913,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
11914,The Fallout,A,Drama,96 min,7
11915,The Black Phone,A,"Horror, Thriller",103 min,6.9
11916,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
11917,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
11918,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
11919,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
11920,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
11921,Encanto,U,"Animation, Comedy, Family",102 min,7.2
11922,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
11923,Old,UA,"Drama, Horror, Mystery",108 min,5.8
11924,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
11925,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
11926,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
11927,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
11928,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
11929,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
11930,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
11931,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
11932,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
11933,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
11934,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
11935,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
11936,Pleasure,R,Drama,109 min,6.4
11937,The Last Duel,A,"Action, Drama, History",152 min,7.4
11938,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
11939,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
11940,The Power of the Dog,16,"Drama, Western",126 min,6.8
